BAMid,Approach Vertical,Vertical Jump,3/4 Court sprint  ,4-Way agility,Reaction Shuttle,BAMScore,Wingspan,Reach,Height,Weight,Body Comp,Hand Width,approach_vertical_rank,vertical_jump_rank,reaction_shuttle_rank,bam_score_rank,wingspan_rank,reach_rank,height_rank,weight_rank,body_comp_rank,hand_width_rank,fourway_rank,courtsprint_rank
1383,28.0,22.0,3.424,12.492,3.588,1802.0,84.25,104.0,78.75,177.8,7.1,10.5,2,2,4,3,5,4,4,3,2,5,4,3
742,31.5,25.0,3.58,12.382,3.495,1856.0,83.5,104.5,79.0,226.5,14.5,10.0,3,3,3,3,5,4,4,5,3,5,4,4
256,33.5,28.5,,,,2150.0,,,,,,,4,4,1,5,1,1,1,1,1,1,1,1
799,32.0,27.0,3.527,12.482,3.431,1948.0,75.0,94.0,71.0,142.8,11.9,8.0,4,4,3,4,3,3,3,2,3,2,4,4
458,30.5,24.5,3.452,12.175,4.073,1744.0,77.5,99.5,75.0,189.8,21.1,8.5,3,3,5,2,3,4,3,4,5,3,3,3
286,29.5,25.5,3.379,12.962,3.39,1862.0,79.0,102.0,77.5,188.0,17.7,8.5,3,3,3,3,4,4,4,4,4,3,5,3
632,34.0,30.0,3.283,11.7679999999999,3.377,2025.0,77.0,96.5,74.5,182.8,21.9,8.25,4,5,3,4,3,3,3,4,5,3,3,3
1478,29.5,22.5,3.383,12.964,3.467,1825.0,77.0,96.5,73.0,199.5,25.3,9.0,3,2,3,3,3,3,3,4,5,4,5,3
1034,32.5,27.0,3.376,11.512,3.223,2017.0,74.0,96.0,73.0,180.2,15.5,8.25,4,4,2,4,3,3,3,3,4,3,2,3
357,33.0,27.5,3.258,11.6779999999999,3.51899999999999,1985.0,80.0,103.0,77.5,209.1,19.8,9.5,4,4,4,4,4,4,4,4,4,4,3,3
1480,27.5,23.0,3.62,12.634,3.689,1735.0,80.5,102.0,77.0,204.0,21.6,9.75,2,3,4,2,4,4,4,4,5,5,4,4
367,38.5,29.5,3.314,11.452,3.281,2077.0,81.75,103.0,79.5,185.8,13.7,9.5,5,5,3,5,4,4,4,4,3,4,2,3
837,36.5,27.0,3.344,11.337,3.812,1940.0,76.0,97.5,74.25,182.8,19.1,9.0,5,4,5,4,3,3,3,4,4,4,2,3
594,30.0,24.0,3.424,12.168,3.729,1828.0,77.5,99.5,75.0,173.0,16.6,8.5,3,3,4,3,3,4,3,3,4,3,3,3
822,27.5,23.0,3.376,12.677,3.671,1791.0,86.0,111.0,84.25,169.0,11.5,8.5,2,3,4,3,5,5,5,3,3,3,4,3
676,35.5,28.5,3.275,11.817,3.368,2025.0,81.0,100.5,77.5,202.2,25.0,9.5,5,4,3,4,4,4,4,4,5,4,3,3
333,37.5,32.0,3.386,11.234,3.66899999999999,2010.0,76.5,95.0,74.5,186.0,9.2,9.0,5,5,4,4,3,3,3,4,3,4,2,3
1280,27.5,25.5,3.337,11.9,3.282,1932.0,70.5,92.0,70.0,146.0,13.8,8.5,2,3,3,4,2,2,3,2,3,3,3,3
1351,32.5,26.0,3.466,11.672,3.531,1928.0,82.0,101.5,76.0,169.0,18.0,8.75,4,4,4,4,4,4,4,3,4,3,3,3
1234,29.5,24.0,3.318,12.231,3.388,1906.0,72.0,94.0,72.5,152.0,6.8,8.25,3,3,3,4,2,3,3,2,2,3,3,3
1505,33.0,26.5,3.599,12.4059999999999,3.575,1859.0,78.5,94.5,72.0,163.0,17.5,8.75,4,4,4,3,4,3,3,3,4,3,4,4
576,35.5,26.0,3.423,12.289,3.46,1936.0,75.5,97.0,74.5,157.5,4.0,8.0,5,4,3,4,3,3,3,3,2,2,4,3
1229,34.0,25.5,3.513,12.948,3.464,1865.0,83.0,101.0,76.0,232.5,16.3,10.0,4,3,3,3,4,4,4,5,4,5,5,4
534,25.0,21.5,3.579,11.638,3.543,1795.0,87.0,107.5,80.5,295.2,33.8,9.25,2,2,4,3,5,5,5,5,5,4,3,4
1433,33.5,26.0,3.457,12.25,3.547,1901.0,79.5,101.0,77.25,189.6,7.0,9.25,4,4,4,4,4,4,4,4,2,4,4,3
266,26.5,22.0,3.59,11.984,3.386,1815.0,78.0,100.5,76.0,202.8,20.0,7.75,2,2,3,3,3,4,4,4,4,2,3,4
1044,40.0,31.5,3.425,12.366,3.458,1995.0,76.5,96.0,72.5,169.5,7.0,9.0,5,5,3,4,3,3,3,3,2,4,4,3
417,35.5,29.5,3.872,12.693,3.48,1841.0,81.5,103.0,80.25,196.4,8.4,8.25,5,5,3,3,4,4,4,4,2,3,4,5
1227,33.5,26.5,3.424,11.492,3.286,1998.0,77.0,100.5,77.0,193.0,18.8,9.25,4,4,3,4,3,4,4,4,4,4,2,3
1418,31.5,27.5,3.511,11.751,3.36,2112.0,82.0,102.5,77.0,213.0,25.9,9.25,3,4,3,5,4,4,4,5,5,4,3,4
1018,40.0,27.0,,,,2220.0,,,,,,,5,4,1,5,1,1,1,1,1,1,1,1
421,29.5,32.0,3.53,13.639,3.578,1799.0,86.5,109.0,81.5,303.4,30.6,9.75,3,5,4,3,5,5,5,5,5,5,5,4
1401,22.5,25.5,3.386,13.077,3.781,1725.0,81.5,107.5,80.5,233.0,14.0,8.5,1,3,4,2,4,5,5,5,3,3,5,3
955,31.5,27.0,3.307,11.472,3.546,1966.0,70.0,87.0,67.0,158.2,17.2,8.25,3,4,4,4,2,2,2,3,4,3,2,3
963,30.0,23.5,3.553,13.215,3.104,1846.0,82.0,105.0,77.5,238.0,29.8,9.75,3,3,2,3,4,5,4,5,5,5,5,4
757,35.0,29.5,3.426,10.988,3.401,2051.0,78.0,98.5,76.5,177.0,14.8,8.25,4,5,3,5,3,3,4,3,3,3,2,3
1252,,,3.286,11.318,3.634,1885.0,,,,,,,1,1,4,3,1,1,1,1,1,1,2,3
1347,29.5,25.5,3.433,12.542,3.53,1857.0,80.75,103.0,77.5,199.0,30.2,10.0,3,3,4,3,4,4,4,4,5,5,4,3
1204,,31.0,3.268,11.797,3.476,1976.0,79.0,97.5,73.5,169.2,15.8,8.5,1,5,3,4,4,3,3,3,4,3,3,3
1485,34.0,27.0,3.498,11.94,3.372,1954.0,80.0,101.5,77.5,186.2,7.2,9.75,4,4,3,4,4,4,4,4,2,5,3,4
273,30.5,25.5,3.425,13.262,3.56,1816.0,82.75,108.0,82.25,237.2,13.9,9.5,3,3,4,3,4,5,5,5,3,4,5,3
521,,18.5,3.693,13.35,3.55,1596.0,,,,,,,1,1,4,1,1,1,1,1,1,1,5,4
635,27.5,24.0,3.531,12.798,3.562,1784.0,77.25,100.0,77.5,197.0,22.5,8.0,2,3,4,3,3,4,4,4,5,2,4,4
962,27.5,25.5,3.19,12.74,3.35,1901.0,72.0,90.0,67.0,142.2,17.8,8.25,2,3,3,4,2,2,2,2,4,3,4,3
719,28.5,23.0,3.754,12.507,3.448,1780.0,76.0,97.0,73.75,157.9,6.9,8.5,3,3,3,3,3,3,3,3,2,3,4,4
1055,37.0,29.5,3.612,12.122,3.197,1985.0,73.5,95.0,72.25,152.1,6.3,8.5,5,5,2,4,3,3,3,3,2,3,3,4
724,35.5,25.5,3.413,13.878,3.501,1820.0,79.0,99.5,74.0,166.0,14.7,9.0,5,3,3,3,4,4,3,3,3,4,5,3
231,35.5,28.5,3.428,11.764,3.387,1998.0,73.0,91.5,68.5,153.8,11.0,8.25,5,4,3,4,3,2,2,3,3,3,3,3
722,30.0,25.5,3.418,11.727,3.417,1927.0,68.5,89.0,67.5,133.0,8.9,8.0,3,3,3,4,2,2,2,2,3,2,3,3
1253,30.5,26.5,3.332,12.938,3.654,1839.0,74.0,94.5,70.0,175.0,17.5,8.5,3,4,4,3,3,3,3,3,4,3,5,3
715,30.0,25.0,3.282,12.235,3.784,1844.0,74.5,94.0,71.0,181.0,24.5,7.75,3,3,5,3,3,3,3,4,5,2,3,3
1336,30.0,27.0,3.569,11.702,3.451,1909.0,83.0,104.0,83.5,213.0,19.1,9.75,3,4,3,4,4,4,5,5,4,5,3,4
1275,30.5,30.5,3.327,12.053,3.333,1981.0,72.5,94.5,72.5,159.0,15.5,8.5,3,5,3,4,2,3,3,3,4,3,3,3
726,30.5,22.0,3.512,12.484,3.434,1828.0,80.0,103.0,76.0,202.8,11.5,10.0,3,2,3,3,4,4,4,4,3,5,4,4
574,36.0,31.0,3.424,12.654,3.635,1917.0,72.0,88.0,68.25,147.4,7.9,8.5,5,5,4,4,2,2,2,2,2,3,4,3
651,31.5,26.5,3.256,11.136,3.343,2029.0,74.0,91.5,68.0,172.1,23.4,8.5,3,4,3,5,3,2,2,3,5,3,2,3
,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
 ,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
